0,1
Datasets/LJSpeech-1.1/wavs/LJ049-0077.wav,"since the assassination, the secret service and the department of the treasury,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0145.wav,"and no written description of the role the local police were expected to perform.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0114.wav,"what this bill means to punish is the crime of interruption of the government of the united states and the destruction of its security by striking down the life,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0114.wav,"an ugly pear-shaped swelling defacing the form of the letter:,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0105.wav,"america has produced a good many showy books, the typography, paper, and illustrations of which are, however, all wrong,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0139.wav,"the service had twenty-eight agents participating in the dallas visit.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0080.wav,"the suggestions of federal agencies for revision of these guidelines were solicited.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0111.wav,"the activities of the victim at the time an assassination occurs and the motive for the assassination,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0127.wav,"the modern letters are narrowed by a third or thereabout; but while this gain of space very much hampers the possibility of beauty of design,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0052.wav,"yet their type is artistically on a much lower level than jenson's, and in fact,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0031.wav,"in fourteen sixty-five sweynheim and pannartz began printing in the monastery of subiaco near rome,"
Datasets/LJSpeech-1.1/wavs/LJ049-0060.wav,"but to consider any untoward circumstances as serious and to afford the president maximum protection at all times.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0083.wav,"it has long been a federal crime to conspire to injure any federal officer, on account of, or while he is engaged in, the lawful discharge of the duties of his office.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0203.wav,"so circumscribed, it could not maintain the esprit de corps or the necessary alertness for this unique and challenging responsibility.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0002.wav,"in being comparatively modern.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0046.wav,their type is on the lines of the german and french rather than of the roman printers.
Datasets/LJSpeech-1.1/wavs/myvoice33.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0194.wav,"should be transferred to the fbi,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0101.wav,"leon f. czolgosz,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice16.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice35.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice13.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0102.wav,"here and there a book is printed in france or germany with some pretension to good taste,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0213.wav,"there are always dangers of divided responsibility,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0116.wav,"which carry the major responsibility for supplying information about potential threats,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0227.wav,"without, therefore, coming to final conclusions respecting the long-range organization of the president's security,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0141.wav,"the general solidity of a page is much to be sought for,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0138.wav,"the wholehearted support of these local authorities was indispensable to the service in carrying out its duties.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0177.wav,"that such a procedure would not be consistent with the nature and purpose of the motorcade to let the people see their president and to welcome him to their city.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0080.wav,"assassination a federal crime,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0146.wav,"which requires the constant exercise of judgment and taste on the part of the printer.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0135.wav,"liaison with local law enforcement authorities.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0029.wav,"but though on the whole, except in italy, gothic letter was most often used"
Datasets/LJSpeech-1.1/wavs/myvoice20.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0079.wav,"caslon's type is clear and neat, and fairly well designed;,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0067.wav,"in the low countries and cologne, which were very fertile of printed books, gothic was the favorite.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice12.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0086.wav,"are dazzling and unpleasant to the eye owing to the clumsy thickening and vulgar thinning of the lines:,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0065.wav,"this was notably the case with the early works printed at ulm, and in a somewhat lesser degree at augsburg.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0063.wav,"which was generally more formally gothic than the printing of the german workmen,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0144.wav,"it had no prepared checklist of matters to be covered with local police on such visits to metropolitan areas,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0120.wav,"at present, federal agencies participate only upon the sufferance of the local authorities.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0179.wav,"of the texas school book depository building or those employed there prior to the time the president was shot. end quote.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0089.wav,"while these tentative criteria are a step in the right direction,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0015.wav,"the forms of printed letters should be beautiful, and that their arrangement on the page should be reasonable and a help to the shapeliness of the letters themselves.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0072.wav,"after the end of the fifteenth century the degradation of printing, especially in germany and italy,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0186.wav,"the commission received a number of proposals designed to improve current arrangements for protecting the president.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice14.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0092.wav,"without authorizing it to arrest anyone who harms him. the same provisions authorize the service to arrest without warrant,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0084.wav,"murder of the president has never been covered by federal law, however, so that once it became reasonably clear that the killing was the act of a single person,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice9.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0196.wav,"on the other hand, it is urged that all features of the protection of the president and his family should be committed to an elite and independent corps.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0122.wav,"it should be made clear that the secret service will in no way seek to duplicate the intelligence,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0102.wav,"the president, vice president, or other officer next in the order of succession to the office of president, the president-elect and the vice-president-elect,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0100.wav,"the commission recognizes that no set of meaningful criteria will yield the names of all potential assassins. charles j. guiteau,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0117.wav,"which title can only be claimed by artistic practice, whether the art in it be conscious or unconscious.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0160.wav,"since that time, the secret service has had and exercised responsibility for the physical protection of the president,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0059.wav,"agents are instructed that it is not their responsibility to investigate or evaluate a present danger,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0001.wav,"for more information, or to volunteer, please visit librivox dot org. report of the president's commission on the assassination of president kennedy.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0132.wav,"the commission believes that it is necessary to improve the cooperation among these agencies,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0085.wav,"it was reserved for the founders of the later eighteenth century to produce letters which are positively ugly, and which, it may be added,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0148.wav,"here once more the almost invariable modern practice is in opposition to a natural sense of proportion.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0088.wav,"to further the intention to satisfy a grievance by unlawful means.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0095.wav,"the u.s. government has no charges or complaints against me.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0001.wav,"printing, in the only sense with which we are at present concerned, differs from most if not from all the arts and crafts represented in the exhibition,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0201.wav,"and becoming merely the recipient of information gathered by others would become limited solely to acts of physical alertness and personal courage,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0157.wav,"agent lawson agreed that such a procedure would assist him and other agents in fulfilling their responsibilities as advance agents.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0126.wav,"the secret service, through its field offices,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice30.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0168.wav,"as discussed above, the bureau has attempted to meet its responsibilities in this field by spelling out in its handbook,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0118.wav,"since these agencies are already obliged constantly to evaluate the activities of such groups,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0215.wav,"the protection of the president is in a real sense a government-wide responsibility which must necessarily assumed by the department of state,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0078.wav,"in june nineteen sixty-four, the secret service sent to a number of federal law enforcement and intelligence agencies,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0074.wav,"they emphasized the necessity that the information now being furnished be handled with judgment and care.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0178.wav,"in accordance with its regular procedures, no survey or other check was made by the secret service, or by any other law enforcement agency at its request,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0042.wav,"and though more roman than that, yet scarcely more like the complete roman type of the earliest printers of rome."
Datasets/LJSpeech-1.1/wavs/myvoice26.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0023.wav,"and was in fact the kind of letter used in the many splendid missals, psalters, etc., produced by printing in the fifteenth century."
Datasets/LJSpeech-1.1/wavs/myvoice5.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0195.wav,"leaving with the secret service only the responsibility for the physical protection of the president, that is, the guarding function alone.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0134.wav,in good printing the spaces between the words should be as near as possible equal
Datasets/LJSpeech-1.1/wavs/LJ001-0093.wav,"this experiment was so far successful that about eighteen fifty messrs. miller and richard of edinburgh,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice27.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0222.wav,"pending any such determination, however, this commission is convinced of the necessity of better coordination,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0206.wav,"and while it has arrived at certain conclusions in respect thereto, it seems clear,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0137.wav,"and the other federal agencies that assist in safeguarding the president. the committee should include the secretary of the treasury and the attorney general,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0085.wav,"other than legal or peaceful, to satisfy any grievance, real or imagined.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0069.wav,"the secret service had received from the fbi some nine thousand reports on members of the communist party.,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0171.wav,"it was not practical to select a route where the president could not be seen from roofs or windows of buildings.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0041.wav,"it must be said that it is in no way like the transition type of subiaco,"
Datasets/LJSpeech-1.1/wavs/LJ049-0130.wav,"the secret service must rely in large part,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0207.wav,"that it was not within the commission's responsibility to make specific recommendations as to the long-range organization of the president's protection,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice21.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0089.wav,"but his letters, though uninteresting and poor, are not nearly so gross and vulgar as those of either the italian or the frenchman.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0146.wav,"the expert assistance and resources which it could draw upon would be particularly desirable in this complex and sensitive area.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0079.wav,"guidelines for an experimental program to develop more detailed criteria.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0158.wav,"these informal and part-time arrangements led to more systematic protection in nineteen oh two, after the assassination of president mckinley;,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0128.wav,"it is not a real gain, for the modern printer throws the gain away by putting inordinately wide spaces between his lines, which, probably,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0076.wav,"the problem is aggravated by the necessity that the service obtain the assistance of local law enforcement officials in evaluating the information which it receives,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0175.wav,"before the president reached dallas.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0071.wav,"most of caxton's own types are of an earlier character, though they also much resemble flemish or cologne letter.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0124.wav,"one of the differences between the fine type and the utilitarian must probably be put down to a misapprehension of a commercial necessity:,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice15.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0030.wav,"a very few years saw the birth of roman character not only in italy, but in germany and france."
Datasets/LJSpeech-1.1/wavs/myvoice17.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ050-0072.wav,"that referrals to the secret service under the new criteria might, if not properly handled,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0159.wav,"the secret service, then the only federal investigative agency, assumed full-time responsibility for the safety of the president.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice11.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice10.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0069.wav,"this type was introduced into england by wynkyn de worde, caxton's successor,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0075.wav,"the worst, which perhaps was the english, was a terrible falling-off from the work of the earlier presses;,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0104.wav,"each of them was a failure in his work and in his relations with others, a victim of delusions and fancies which led to the conviction,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0114.wav,"and the respective responsibilities for any further investigation that may be required.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0061.wav,"no responsibility rests upon those agents near the president for the identification or arrest of any assassin or an attacker.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice29.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0174.wav,"to notify the secret service of the substantial information about lee harvey oswald which the fbi had accumulated,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice6.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0006.wav,"and it is worth mention in passing that, as an example of fine typography,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0076.wav,"the commission's review of the provisions for presidential protection at the time of president kennedy's trip to dallas demonstrates the need for substantial improvements.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice18.wav,nan
Datasets/LJSpeech-1.1/wavs/myvoice31.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0181.wav,"that too much emphasis is placed by both on the investigation of specific threats by individuals and not enough on dangers from other sources.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice25.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0084.wav,"but for the beauty of the earlier work they might have seemed tolerable.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0180.wav,"the commission has the impression,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0118.wav,"enactment of this statute would mean that the investigation of any of the acts covered and of the possibility of a further attempt,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0086.wav,"it is anomalous that congress has legislated in other ways touching upon the safety of the chief executive or other federal officers,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0126.wav,"committee of cabinet officers. as our government has become more complex,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0064.wav,"many of whose types, indeed, like that of the subiaco works, are of a transitional character.,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0155.wav,"while investigating a plot to assassinate president cleveland, the service assigned a small protective detail of agents to the white house.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0005.wav,"the invention of movable metal letters in the middle of the fifteenth century may justly be considered as the invention of the art of printing.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0087.wav,"propensity toward violent action, or some similar characteristic, coupled with some evaluation of the capability of the individual or group,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0044.wav,"john of spires and his brother vindelin, followed by nicholas jenson, began to print in that city,"
Datasets/LJSpeech-1.1/wavs/LJ050-0083.wav,"information is requested also concerning individuals or groups who have demonstrated an interest in the president,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0018.wav,"the first books were printed in black letter, i.e. the letter which was a gothic development of the ancient roman character,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0113.wav,"this point was ably made in the nineteen oh two debate by senator george f. hoar, the sponsor of the senate bill, quote,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0147.wav,"the commission believes,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0092.wav,"chief rowley believed that they would,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0152.wav,"at some overpasses all persons were excluded,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0130.wav,"commercialism again compels the use of type too small in size to be comfortable reading:,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0088.wav,"were the leaders in this luckless change, though our own baskerville, who was at work some years before them, went much on the same lines;,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0113.wav,"such agreements should describe in detail the information which is sought, the manner in which it will be provided to the secret service,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0055.wav,"some of which -- as, e.g., that of jacobus rubeus or jacques le rouge -- is scarcely distinguishable from his.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0060.wav,"it must be understood that through the whole of the fifteenth and the first quarter of the sixteenth centuries,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice8.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ001-0081.wav,"type cast from his matrices is still in everyday use.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0150.wav,"while the secret service representatives in dallas,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0068.wav,"a doctor is in the motorcade.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0100.wav,"and these somewhat wiry letters are suitable for the machine process, which would not do justice to letters of more generous design.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0163.wav,"the fbi, which was established within the department of justice in nineteen oh eight, has had in recent years an increasingly important role to play.,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice32.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0062.wav,"their primary responsibility is to stay with and protect the president.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0170.wav,"while certain streets thought to be too narrow could be avoided and other choices made,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0218.wav,"between the secret service and the president and his family is contemplated.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0034.wav,"they printed very few books in this type, three only; but in their very first books in rome, beginning with the year fourteen sixty-eight,"
Datasets/LJSpeech-1.1/wavs/LJ001-0123.wav,"this is awkward if you have to read bradshaw's guide in a hurry.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0164.wav,"in the appropriations of the fbi there has recurred annually an item for the, quote, protection of the person of the president of the united states, end quote,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0112.wav,"and the leading state and local agencies that might be a source of such information.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0021.wav,"the earliest book printed with movable type, the aforesaid gutenberg bible, is printed in letters which are an exact imitation,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0099.wav,"it is apparent that a good deal of further consideration and experimentation will be required before adequate criteria can be framed.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0141.wav,"the foremost assignment of the committee would be to insure that the maximum resources of the federal government are fully engaged in the job of protecting the president,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0098.wav,"in nineteen oh two bills passed both houses of congress but failed of enactment when the senate refused to accept the conference report.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/myvoice37.wav,nan
Datasets/LJSpeech-1.1/wavs/LJ049-0087.wav,"without making an attack on the president a crime. threatening harm to the president is a federal offense,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0054.wav,"jenson, however, had many contemporaries who used beautiful type,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0008.wav,"has never been surpassed.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0115.wav,"of the person who is actually in the exercise of the executive power, or,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0147.wav,"this arrangement would provide a continuing high-level contact for agencies that may wish to consult respecting particular protective measures.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0178.wav,"should have constituted a sufficient basis to warn the secret service of the oswald risk.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ049-0101.wav,"punish the murder or manslaughter of, attempt or conspiracy to murder, kidnaping of and assault upon,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0011.wav,"it is of the first importance that the letter used should be fine in form;,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0081.wav,"the new tentative criteria are useful in making clear that,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ050-0002.wav,"the warren commission report.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0143.wav,"the secret service did not at the time of the assassination have any established procedure governing its relationships with them.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0146.wav,"discussions with the dallas authorities and requests made of them were entirely informal.,,,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ048-0168.wav,"with the number of men available to the secret service and the time available, surveys of hundreds of buildings and thousands of windows is not practical.,,,,,,,,,,,,,,,,,"
Datasets/LJSpeech-1.1/wavs/LJ001-0061.wav,"the roman letter was used side by side with the gothic.,,,,,,,,,,,,,,,,,,,"
